CustomerID,First Name,Last Name,Age,Gender,Address,City,ContactNumber,Email,AccountType,AccountBalance,DateOfAccountOpening,LastTransactionDate,TransactionID,TransactionDate,TransactionType,TransactionAmount,AccountBalanceAfterTransaction,BranchID,LoanID,LoanAmount,LoanType,InterestRate,LoanTerm,Approval/Rejection Date,LoanStatus,Loan Payment History,CardID,CardType,CreditLimit,CreditCardBalance,MinimumPaymentDue,PaymentDueDate,LastCreditCardPaymentDate,CreditCardPaymentHistory,Rewards Points,FeedbackID,FeedbackDate,Feedback Type,FeedbackText,Resolution Status,ResolutionDate
1478,Timothy,Smith,33,Female,Address_1478,Phoenix,1.23457E+12,timothy.smith@example.com,Current,1688.49,9/14/2021,1/24/2023,1478,7/24/2023,Deposit,4317.22,6005.71,47,1478,23021.46,Auto,5.04,24,7/25/2020,Rejected,PaymentHistory_1478,1478,AMEX,1738.53,1940.87,97.04,5/18/2023,12/4/2023,CreditPaymentHistory_1478,8221,1478,11/23/2023,Complaint,FeedbackText_1478,Pending,8/29/2023
1479,Nancy,Campbell,25,Female,Address_1479,Indianapolis,1.23457E+12,nancy.campbell@example.com,Current,3771.88,3/26/2002,5/23/2023,1479,3/13/2023,Withdrawal,2163.15,5935.03,93,1479,33308,Auto,7.94,60,2/1/2022,Closed,PaymentHistory_1479,1479,MasterCard,5953.18,1708.22,85.41,3/7/2023,1/3/2023,CreditPaymentHistory_1479,1956,1479,7/5/2023,Suggestion,FeedbackText_1479,Pending,4/8/2023
1480,Lisa,Smith,29,Male,Address_1480,Seattle,1.23457E+12,lisa.smith@example.com,Savings,1130.49,11/10/2004,12/10/2023,1480,6/30/2023,Transfer,3302,4432.49,26,1480,37090.56,Personal,9.13,36,6/16/2021,Approved,PaymentHistory_1480,1480,AMEX,9949.11,3913.52,195.68,7/4/2023,5/22/2023,CreditPaymentHistory_1480,667,1480,9/15/2023,Suggestion,FeedbackText_1480,Pending,4/3/2023
1481,Robert,Taylor,49,Male,Address_1481,Seattle,1.23457E+12,robert.taylor@example.com,Savings,4726.31,1/24/2020,8/4/2023,1481,7/7/2023,Deposit,2545.48,2180.83,9,1481,39698.84,Auto,1.12,36,2/11/2020,Closed,PaymentHistory_1481,1481,Visa,6943.36,4491.04,224.55,10/19/2023,6/16/2023,CreditPaymentHistory_1481,9565,1481,4/18/2023,Complaint,FeedbackText_1481,Resolved,4/23/2023
1482,Steven,Johnson,42,Other,Address_1482,New York,1.23457E+12,steven.johnson@example.com,Savings,2211.58,6/12/2014,8/22/2023,1482,2/19/2023,Withdrawal,889.16,1322.42,91,1482,4801.41,Auto,6.9,48,12/29/2022,Closed,PaymentHistory_1482,1482,Visa,8147.27,437.97,21.9,2/14/2023,1/25/2023,CreditPaymentHistory_1482,4734,1482,6/25/2023,Praise,FeedbackText_1482,Resolved,11/6/2023
1483,Margaret,Lewis,20,Other,Address_1483,Denver,1.23457E+12,margaret.lewis@example.com,Savings,1960.51,5/21/2010,2/24/2023,1483,11/18/2023,Deposit,1886.39,3846.9,12,1483,40233.76,Personal,6.38,12,11/4/2020,Approved,PaymentHistory_1483,1483,Visa,4632.06,4930.57,246.53,10/14/2023,6/12/2023,CreditPaymentHistory_1483,6636,1483,7/1/2023,Complaint,FeedbackText_1483,Resolved,1/2/2023
1484,Timothy,Martin,43,Other,Address_1484,San Diego,1.23457E+12,timothy.martin@example.com,Savings,1160.81,12/24/2007,12/20/2023,1484,3/24/2023,Transfer,4267.56,5428.37,16,1484,43339.62,Mortgage,5.66,60,2/4/2022,Approved,PaymentHistory_1484,1484,AMEX,1669.94,2548.71,127.44,9/9/2023,10/13/2023,CreditPaymentHistory_1484,5961,1484,3/6/2023,Suggestion,FeedbackText_1484,Pending,11/18/2023
1485,Sarah,Garcia,53,Other,Address_1485,Chicago,1.23457E+12,sarah.garcia@example.com,Savings,7677.8,4/30/2021,6/20/2023,1485,1/24/2023,Withdrawal,3989.22,11667.02,47,1485,3216.13,Personal,2.44,60,4/4/2021,Approved,PaymentHistory_1485,1485,Visa,9458.3,4971.23,248.56,4/6/2023,4/5/2023,CreditPaymentHistory_1485,3662,1485,3/13/2023,Suggestion,FeedbackText_1485,Resolved,9/3/2023
1486,Christopher,Davis,34,Male,Address_1486,Boston,1.23457E+12,christopher.davis@example.com,Savings,6431.25,10/23/2017,6/22/2023,1486,3/10/2023,Withdrawal,521.43,5909.82,56,1486,2917.61,Personal,7.68,24,10/28/2021,Closed,PaymentHistory_1486,1486,MasterCard,3966.94,63.6,3.18,1/22/2023,5/2/2023,CreditPaymentHistory_1486,8914,1486,2/14/2023,Praise,FeedbackText_1486,Resolved,5/25/2023
1487,Andrew,Lewis,44,Male,Address_1487,Phoenix,1.23457E+12,andrew.lewis@example.com,Current,1653.35,7/8/2012,10/8/2023,1487,1/8/2023,Deposit,385.85,2039.2,66,1487,27993.63,Mortgage,4.54,12,8/15/2022,Rejected,PaymentHistory_1487,1487,AMEX,2361.4,4454.9,222.74,5/24/2023,8/19/2023,CreditPaymentHistory_1487,3298,1487,2/4/2023,Complaint,FeedbackText_1487,Pending,12/16/2023
1488,Kevin,Mitchell,69,Female,Address_1488,Omaha,1.23457E+12,kevin.mitchell@example.com,Current,4777.05,3/13/2003,5/24/2023,1488,9/6/2023,Deposit,4269.05,9046.1,51,1488,25343.52,Auto,3.11,12,7/25/2020,Closed,PaymentHistory_1488,1488,AMEX,2398.21,493.53,24.68,6/22/2023,3/7/2023,CreditPaymentHistory_1488,5726,1488,8/18/2023,Suggestion,FeedbackText_1488,Pending,11/26/2023
1489,Thomas,Allen,39,Other,Address_1489,Denver,1.23457E+12,thomas.allen@example.com,Savings,6642.76,7/19/2020,9/4/2023,1489,4/9/2023,Deposit,4497.55,11140.31,27,1489,49024.74,Auto,8.65,60,7/18/2020,Rejected,PaymentHistory_1489,1489,Visa,2225.03,3888.99,194.45,4/18/2023,2/8/2023,CreditPaymentHistory_1489,1547,1489,8/10/2023,Complaint,FeedbackText_1489,Resolved,2/1/2023
1490,Brian,Williams,62,Female,Address_1490,Seattle,1.23457E+12,brian.williams@example.com,Current,8792.88,9/1/2006,1/29/2023,1490,11/18/2023,Deposit,1478.22,7314.66,73,1490,15425.67,Personal,3.76,60,11/24/2022,Approved,PaymentHistory_1490,1490,AMEX,4866.26,1.45,0.07,7/27/2023,10/11/2023,CreditPaymentHistory_1490,6713,1490,2/2/2023,Suggestion,FeedbackText_1490,Resolved,11/3/2023
1491,Kevin,Wright,55,Female,Address_1491,Milwaukee,1.23457E+12,kevin.wright@example.com,Savings,689.76,10/14/2004,11/16/2023,1491,7/17/2023,Deposit,1752.94,-1063.18,66,1491,29919.8,Auto,2.79,60,11/10/2022,Closed,PaymentHistory_1491,1491,MasterCard,8740.36,681.73,34.09,9/1/2023,7/11/2023,CreditPaymentHistory_1491,5735,1491,12/13/2023,Suggestion,FeedbackText_1491,Resolved,9/5/2023
1492,Kimberly,Jones,52,Male,Address_1492,Tucson,1.23457E+12,kimberly.jones@example.com,Savings,3687.31,10/15/2022,5/4/2023,1492,11/11/2023,Withdrawal,1685.66,5372.97,62,1492,25826.99,Personal,3.81,12,5/8/2022,Approved,PaymentHistory_1492,1492,MasterCard,2325.22,804.77,40.24,3/11/2023,8/19/2023,CreditPaymentHistory_1492,1547,1492,6/23/2023,Complaint,FeedbackText_1492,Pending,1/15/2023
1493,David,Clark,63,Female,Address_1493,Seattle,1.23457E+12,david.clark@example.com,Savings,6197.94,4/28/2007,6/22/2023,1493,7/27/2023,Deposit,643.57,6841.51,71,1493,27250.93,Personal,2.63,36,10/22/2020,Approved,PaymentHistory_1493,1493,AMEX,7798.35,3035.88,151.79,5/24/2023,5/11/2023,CreditPaymentHistory_1493,1877,1493,10/5/2023,Praise,FeedbackText_1493,Pending,10/21/2023
1494,Sandra,Baker,24,Female,Address_1494,Colorado Springs,1.23457E+12,sandra.baker@example.com,Savings,254.61,9/17/2006,8/22/2023,1494,10/30/2023,Deposit,3727.6,3982.21,8,1494,33323.75,Auto,8,24,2/9/2021,Closed,PaymentHistory_1494,1494,AMEX,1652.23,3469.73,173.49,3/28/2023,3/25/2023,CreditPaymentHistory_1494,1517,1494,1/7/2023,Praise,FeedbackText_1494,Pending,7/5/2023
1495,Mary,Lopez,20,Male,Address_1495,Indianapolis,1.23457E+12,mary.lopez@example.com,Current,2510.91,2/1/2012,12/31/2023,1495,7/11/2023,Deposit,1856.73,4367.64,38,1495,27342.15,Personal,2.64,36,4/29/2020,Approved,PaymentHistory_1495,1495,AMEX,2084.49,450.17,22.51,5/10/2023,3/15/2023,CreditPaymentHistory_1495,7082,1495,7/9/2023,Complaint,FeedbackText_1495,Resolved,3/1/2023
1496,David,Martin,23,Male,Address_1496,Indianapolis,1.23457E+12,david.martin@example.com,Savings,7474.52,1/11/2013,1/26/2023,1496,1/26/2023,Transfer,4182.77,11657.29,6,1496,1340.28,Auto,7.45,60,7/2/2020,Closed,PaymentHistory_1496,1496,AMEX,2046.11,2029.46,101.47,1/29/2023,8/8/2023,CreditPaymentHistory_1496,5186,1496,6/20/2023,Praise,FeedbackText_1496,Pending,7/26/2023
1497,David,Hall,30,Male,Address_1497,Kansas City,1.23457E+12,david.hall@example.com,Savings,3621.79,7/18/2016,3/26/2023,1497,5/28/2023,Withdrawal,4393.81,8015.6,59,1497,42341.8,Mortgage,2.46,12,6/28/2022,Approved,PaymentHistory_1497,1497,AMEX,5647.73,3508.87,175.44,2/13/2023,9/19/2023,CreditPaymentHistory_1497,8434,1497,8/11/2023,Suggestion,FeedbackText_1497,Resolved,4/19/2023
1498,Michelle,Martin,63,Male,Address_1498,San Antonio,1.23457E+12,michelle.martin@example.com,Savings,936.5,12/27/2006,2/19/2023,1498,12/15/2023,Deposit,4564.84,5501.34,19,1498,10856.57,Personal,3.04,36,9/15/2021,Closed,PaymentHistory_1498,1498,MasterCard,8916.81,4547.73,227.39,10/8/2023,6/13/2023,CreditPaymentHistory_1498,7075,1498,9/7/2023,Complaint,FeedbackText_1498,Resolved,10/29/2023
1499,Thomas,Rodriguez,32,Other,Address_1499,Columbus,1.23457E+12,thomas.rodriguez@example.com,Current,6303.29,11/4/2022,6/4/2023,1499,1/4/2023,Withdrawal,4091.53,10394.82,79,1499,12326.58,Auto,4.08,12,11/9/2020,Closed,PaymentHistory_1499,1499,MasterCard,7697.34,947.73,47.39,6/21/2023,3/28/2023,CreditPaymentHistory_1499,4712,1499,4/7/2023,Suggestion,FeedbackText_1499,Resolved,10/26/2023
1500,James,Hill,43,Other,Address_1500,Boston,1.23457E+12,james.hill@example.com,Current,2575.52,12/27/2008,4/10/2023,1500,3/6/2023,Withdrawal,3946.66,-1371.14,56,1500,32750.67,Mortgage,9.55,60,3/31/2021,Closed,PaymentHistory_1500,1500,MasterCard,8775.58,2123.74,106.19,11/19/2023,1/20/2023,CreditPaymentHistory_1500,2795,1500,9/20/2023,Complaint,FeedbackText_1500,Resolved,10/13/2023
1501,Matthew,Brown,65,Other,Address_1501,Albuquerque,1.23457E+12,matthew.brown@example.com,Savings,7046.38,8/2/2017,3/21/2023,1501,8/5/2023,Deposit,2252.94,9299.32,28,1501,24409.83,Personal,9.22,36,8/26/2021,Approved,PaymentHistory_1501,1501,AMEX,8777.11,1140.12,57.01,1/24/2023,9/1/2023,CreditPaymentHistory_1501,4383,1501,3/20/2023,Complaint,FeedbackText_1501,Resolved,10/28/2023
1502,Kevin,Jackson,50,Female,Address_1502,Kansas City,1.23457E+12,kevin.jackson@example.com,Current,9011.73,1/30/2003,1/29/2023,1502,10/18/2023,Transfer,144.47,8867.26,94,1502,29149.52,Mortgage,1.77,12,10/8/2020,Closed,PaymentHistory_1502,1502,MasterCard,2028.39,184.48,9.22,10/25/2023,5/1/2023,CreditPaymentHistory_1502,1670,1502,4/26/2023,Complaint,FeedbackText_1502,Pending,1/9/2023
1503,Michelle,Nguyen,32,Other,Address_1503,Washington,1.23457E+12,michelle.nguyen@example.com,Savings,5325.8,11/13/2017,5/15/2023,1503,4/27/2023,Transfer,569.19,5894.99,91,1503,25377.45,Personal,4.02,48,2/26/2022,Approved,PaymentHistory_1503,1503,MasterCard,5960.03,2279.93,114,1/13/2023,2/21/2023,CreditPaymentHistory_1503,4175,1503,3/16/2023,Suggestion,FeedbackText_1503,Resolved,12/26/2023
1504,Carol,Clark,56,Male,Address_1504,Indianapolis,1.23457E+12,carol.clark@example.com,Current,6031.52,10/29/2003,3/3/2023,1504,3/26/2023,Withdrawal,2659.07,8690.59,10,1504,21475.27,Auto,4.12,36,12/4/2020,Approved,PaymentHistory_1504,1504,AMEX,8100.28,2098.59,104.93,4/17/2023,9/22/2023,CreditPaymentHistory_1504,2994,1504,10/6/2023,Suggestion,FeedbackText_1504,Resolved,11/7/2023
1505,Matthew,Hall,58,Other,Address_1505,Memphis,1.23457E+12,matthew.hall@example.com,Savings,5192.62,9/13/2007,3/12/2023,1505,11/4/2023,Deposit,1806.53,3386.09,45,1505,24681.82,Mortgage,2.9,24,1/23/2022,Approved,PaymentHistory_1505,1505,Visa,9546.47,4107.97,205.4,1/12/2023,4/15/2023,CreditPaymentHistory_1505,2487,1505,11/23/2023,Praise,FeedbackText_1505,Pending,8/25/2023
1506,Joshua,Nelson,64,Male,Address_1506,Indianapolis,1.23457E+12,joshua.nelson@example.com,Savings,8192.68,10/7/2000,10/17/2023,1506,10/6/2023,Withdrawal,4147.12,12339.8,95,1506,7913.19,Mortgage,4.92,12,9/25/2021,Closed,PaymentHistory_1506,1506,MasterCard,7157.24,4452.53,222.63,1/27/2023,3/16/2023,CreditPaymentHistory_1506,1450,1506,9/12/2023,Complaint,FeedbackText_1506,Resolved,10/24/2023
1507,Andrew,Gonzalez,31,Other,Address_1507,Fort Worth,1.23457E+12,andrew.gonzalez@example.com,Savings,2492.97,2/18/2018,5/13/2023,1507,10/3/2023,Withdrawal,2820.07,5313.04,65,1507,48495.98,Mortgage,7.73,60,6/4/2020,Closed,PaymentHistory_1507,1507,AMEX,8708.76,1766.92,88.35,11/29/2023,11/20/2023,CreditPaymentHistory_1507,7538,1507,2/16/2023,Complaint,FeedbackText_1507,Pending,5/16/2023
1508,Michael,Gonzalez,36,Other,Address_1508,San Francisco,1.23457E+12,michael.gonzalez@example.com,Current,4075.28,3/31/2021,4/27/2023,1508,12/12/2023,Deposit,503.18,4578.46,50,1508,29162.84,Auto,1.89,60,6/3/2021,Approved,PaymentHistory_1508,1508,AMEX,4346.06,3541.44,177.07,8/29/2023,11/2/2023,CreditPaymentHistory_1508,2188,1508,2/26/2023,Suggestion,FeedbackText_1508,Resolved,12/24/2023
1509,Stephanie,Perez,45,Male,Address_1509,Atlanta,1.23457E+12,stephanie.perez@example.com,Current,8960.81,9/29/2000,1/8/2023,1509,10/10/2023,Transfer,2397.87,6562.94,32,1509,15054.03,Personal,7.04,36,9/13/2020,Closed,PaymentHistory_1509,1509,MasterCard,7353.12,2889.51,144.48,6/19/2023,5/14/2023,CreditPaymentHistory_1509,4140,1509,10/28/2023,Suggestion,FeedbackText_1509,Resolved,1/11/2023
1510,Paul,Ramirez,41,Male,Address_1510,Portland,1.23457E+12,paul.ramirez@example.com,Savings,7264.1,11/15/2020,7/19/2023,1510,6/18/2023,Withdrawal,4111.6,3152.5,61,1510,35929.17,Auto,3.35,60,5/5/2020,Approved,PaymentHistory_1510,1510,Visa,4333.63,3850.26,192.51,8/5/2023,2/12/2023,CreditPaymentHistory_1510,9927,1510,7/13/2023,Complaint,FeedbackText_1510,Pending,10/9/2023
1511,Amanda,Campbell,67,Female,Address_1511,Boston,1.23457E+12,amanda.campbell@example.com,Current,3268.85,7/20/2020,2/12/2023,1511,1/26/2023,Withdrawal,4316.77,7585.62,16,1511,44125.2,Mortgage,6.78,48,5/11/2022,Approved,PaymentHistory_1511,1511,MasterCard,2753.18,731.59,36.58,3/13/2023,11/8/2023,CreditPaymentHistory_1511,9649,1511,9/30/2023,Complaint,FeedbackText_1511,Resolved,6/17/2023
1512,Amanda,Hall,58,Female,Address_1512,San Jose,1.23457E+12,amanda.hall@example.com,Current,8343.06,6/4/2001,6/29/2023,1512,12/30/2023,Withdrawal,838.63,7504.43,6,1512,15526.92,Mortgage,7.14,24,8/7/2021,Approved,PaymentHistory_1512,1512,AMEX,1587.26,4064.95,203.25,9/6/2023,1/17/2023,CreditPaymentHistory_1512,5731,1512,10/30/2023,Complaint,FeedbackText_1512,Pending,1/10/2023
1513,Ashley,Perez,50,Female,Address_1513,San Diego,1.23457E+12,ashley.perez@example.com,Savings,2464.36,9/22/2004,11/26/2023,1513,2/9/2023,Withdrawal,510.5,1953.86,66,1513,16901.07,Mortgage,7.55,36,1/26/2021,Rejected,PaymentHistory_1513,1513,AMEX,8960.74,3013.58,150.68,9/24/2023,10/15/2023,CreditPaymentHistory_1513,3285,1513,6/22/2023,Praise,FeedbackText_1513,Resolved,3/9/2023
1514,Donna,Nelson,29,Other,Address_1514,Phoenix,1.23457E+12,donna.nelson@example.com,Savings,6378.38,7/1/2011,9/14/2023,1514,7/27/2023,Withdrawal,1941.08,4437.3,62,1514,22488.89,Auto,8.76,36,12/9/2020,Approved,PaymentHistory_1514,1514,AMEX,1580.59,3837.31,191.87,10/3/2023,9/24/2023,CreditPaymentHistory_1514,7582,1514,4/6/2023,Suggestion,FeedbackText_1514,Pending,2/4/2023
1515,Kimberly,Jackson,27,Other,Address_1515,Fort Worth,1.23457E+12,kimberly.jackson@example.com,Current,9568.92,4/25/2014,2/7/2023,1515,12/29/2023,Deposit,336.92,9232,66,1515,11647.2,Mortgage,9.1,60,9/11/2022,Closed,PaymentHistory_1515,1515,AMEX,9997.31,2099.99,105,3/5/2023,8/23/2023,CreditPaymentHistory_1515,3443,1515,2/4/2023,Suggestion,FeedbackText_1515,Resolved,9/13/2023
1516,Barbara,Davis,24,Male,Address_1516,Chicago,1.23457E+12,barbara.davis@example.com,Savings,5789.64,12/14/2019,9/20/2023,1516,3/25/2023,Transfer,3634.53,9424.17,67,1516,40679.63,Personal,7.83,12,3/12/2020,Approved,PaymentHistory_1516,1516,AMEX,5596.33,41.2,2.06,9/6/2023,6/3/2023,CreditPaymentHistory_1516,1845,1516,5/4/2023,Suggestion,FeedbackText_1516,Resolved,11/6/2023
1517,Christopher,Davis,63,Male,Address_1517,Sacramento,1.23457E+12,christopher.davis@example.com,Current,8014.72,9/6/2013,12/3/2023,1517,8/26/2023,Deposit,2243.19,10257.91,19,1517,29624.66,Personal,5.33,60,12/23/2020,Rejected,PaymentHistory_1517,1517,AMEX,5534.43,4589.83,229.49,3/22/2023,5/26/2023,CreditPaymentHistory_1517,519,1517,5/6/2023,Complaint,FeedbackText_1517,Resolved,8/20/2023
1518,Paul,Adams,18,Female,Address_1518,Tucson,1.23457E+12,paul.adams@example.com,Savings,7380.76,9/30/2014,7/3/2023,1518,12/10/2023,Deposit,999.13,8379.89,4,1518,3795.18,Auto,1.4,12,10/23/2022,Rejected,PaymentHistory_1518,1518,AMEX,1661.37,3642.37,182.12,9/26/2023,1/30/2023,CreditPaymentHistory_1518,2315,1518,3/6/2023,Praise,FeedbackText_1518,Pending,4/11/2023
1519,Amanda,Sanchez,32,Male,Address_1519,Washington,1.23457E+12,amanda.sanchez@example.com,Savings,8670.64,6/5/2005,10/7/2023,1519,7/13/2023,Deposit,521.32,9191.96,43,1519,49838.5,Personal,9.43,60,10/21/2020,Rejected,PaymentHistory_1519,1519,MasterCard,1671.45,3453.78,172.69,3/1/2023,7/11/2023,CreditPaymentHistory_1519,3012,1519,5/31/2023,Praise,FeedbackText_1519,Pending,10/7/2023
1520,Ronald,Mitchell,18,Other,Address_1520,Dallas,1.23457E+12,ronald.mitchell@example.com,Savings,9690.77,3/6/2018,10/18/2023,1520,11/25/2023,Transfer,4637.49,14328.26,18,1520,29173.6,Auto,6.41,12,12/24/2022,Approved,PaymentHistory_1520,1520,Visa,7463.18,2366.36,118.32,10/6/2023,12/29/2023,CreditPaymentHistory_1520,2998,1520,3/21/2023,Suggestion,FeedbackText_1520,Resolved,7/7/2023
1521,Thomas,Sanchez,62,Male,Address_1521,Seattle,1.23457E+12,thomas.sanchez@example.com,Savings,320.93,10/22/2011,7/20/2023,1521,12/4/2023,Deposit,224.87,545.8,82,1521,44606.88,Auto,5.81,12,7/16/2020,Closed,PaymentHistory_1521,1521,Visa,4985.67,219.3,10.97,8/20/2023,6/9/2023,CreditPaymentHistory_1521,409,1521,6/12/2023,Suggestion,FeedbackText_1521,Resolved,6/3/2023
1522,Elizabeth,Thompson,37,Male,Address_1522,Memphis,1.23457E+12,elizabeth.thompson@example.com,Savings,375.91,10/8/2015,2/11/2023,1522,12/28/2023,Transfer,498.41,874.32,46,1522,25579.29,Mortgage,3.16,48,10/3/2020,Rejected,PaymentHistory_1522,1522,Visa,2598.41,689.08,34.45,4/24/2023,2/26/2023,CreditPaymentHistory_1522,6539,1522,12/4/2023,Complaint,FeedbackText_1522,Pending,7/6/2023
1523,Ronald,Nelson,19,Male,Address_1523,Colorado Springs,1.23457E+12,ronald.nelson@example.com,Savings,5984.78,9/26/2010,10/27/2023,1523,12/16/2023,Withdrawal,1178.84,4805.94,46,1523,29540.03,Auto,7.16,48,4/9/2022,Approved,PaymentHistory_1523,1523,AMEX,2822.67,2192.79,109.64,5/6/2023,3/3/2023,CreditPaymentHistory_1523,3464,1523,9/21/2023,Praise,FeedbackText_1523,Pending,10/10/2023
1524,Timothy,Gonzalez,20,Male,Address_1524,Portland,1.23457E+12,timothy.gonzalez@example.com,Savings,9547.03,3/23/2010,1/4/2023,1524,9/16/2023,Withdrawal,482.41,9064.62,85,1524,23269.29,Mortgage,9.95,48,7/15/2022,Closed,PaymentHistory_1524,1524,Visa,3085.52,3966.87,198.34,6/12/2023,9/7/2023,CreditPaymentHistory_1524,9465,1524,5/20/2023,Suggestion,FeedbackText_1524,Resolved,12/28/2023
1525,Barbara,Ramirez,53,Male,Address_1525,Mesa,1.23457E+12,barbara.ramirez@example.com,Savings,4908.26,3/11/2021,12/30/2023,1525,7/11/2023,Deposit,3224.98,8133.24,21,1525,21715.28,Personal,3.97,60,5/10/2020,Approved,PaymentHistory_1525,1525,AMEX,8293.51,4449.01,222.45,10/27/2023,11/22/2023,CreditPaymentHistory_1525,9344,1525,12/22/2023,Complaint,FeedbackText_1525,Resolved,2/28/2023
1526,Jessica,Rodriguez,33,Female,Address_1526,San Francisco,1.23457E+12,jessica.rodriguez@example.com,Current,8413.82,8/7/2005,4/29/2023,1526,10/12/2023,Withdrawal,1098.91,9512.73,30,1526,11696.92,Personal,8.2,24,9/14/2022,Rejected,PaymentHistory_1526,1526,MasterCard,6504.65,2289.07,114.45,5/2/2023,5/22/2023,CreditPaymentHistory_1526,4238,1526,4/4/2023,Complaint,FeedbackText_1526,Resolved,4/23/2023
1527,Nancy,Martin,46,Female,Address_1527,Fresno,1.23457E+12,nancy.martin@example.com,Current,7702.29,10/31/2001,3/18/2023,1527,7/1/2023,Withdrawal,2404.85,10107.14,64,1527,48144.09,Mortgage,3.62,48,12/5/2021,Closed,PaymentHistory_1527,1527,MasterCard,1650.33,4974.91,248.75,10/11/2023,12/5/2023,CreditPaymentHistory_1527,5922,1527,8/16/2023,Complaint,FeedbackText_1527,Pending,5/4/2023
1528,Christopher,Jackson,61,Other,Address_1528,Chicago,1.23457E+12,christopher.jackson@example.com,Current,5032.7,10/6/2016,10/7/2023,1528,1/7/2023,Withdrawal,4302.61,9335.31,41,1528,9906.79,Mortgage,5.39,36,10/17/2021,Closed,PaymentHistory_1528,1528,AMEX,7215.74,4898.98,244.95,1/10/2023,4/13/2023,CreditPaymentHistory_1528,7,1528,8/29/2023,Suggestion,FeedbackText_1528,Resolved,10/9/2023
1529,Linda,Mitchell,53,Female,Address_1529,Phoenix,1.23457E+12,linda.mitchell@example.com,Current,5180.41,7/3/2004,11/23/2023,1529,6/2/2023,Deposit,4125.61,1054.8,17,1529,26793.81,Personal,2.92,24,5/15/2020,Closed,PaymentHistory_1529,1529,Visa,5678.28,1818.33,90.92,12/7/2023,10/29/2023,CreditPaymentHistory_1529,9733,1529,10/19/2023,Praise,FeedbackText_1529,Pending,12/15/2023
1530,Donald,Hill,61,Male,Address_1530,Columbus,1.23457E+12,donald.hill@example.com,Current,4416.73,6/3/2009,5/3/2023,1530,10/26/2023,Deposit,739.76,5156.49,5,1530,5267.75,Auto,5.62,36,4/17/2022,Rejected,PaymentHistory_1530,1530,AMEX,6217.95,324.09,16.2,8/23/2023,1/12/2023,CreditPaymentHistory_1530,6902,1530,8/1/2023,Suggestion,FeedbackText_1530,Resolved,12/6/2023
1531,Charles,Lopez,56,Female,Address_1531,Chicago,1.23457E+12,charles.lopez@example.com,Current,2596.77,7/8/2002,12/13/2023,1531,9/19/2023,Transfer,452.77,2144,5,1531,49675.47,Mortgage,5.13,48,8/4/2022,Closed,PaymentHistory_1531,1531,AMEX,3719.77,2464.43,123.22,7/11/2023,3/24/2023,CreditPaymentHistory_1531,7144,1531,7/24/2023,Complaint,FeedbackText_1531,Resolved,10/7/2023
1532,Thomas,Anderson,69,Other,Address_1532,El Paso,1.23457E+12,thomas.anderson@example.com,Current,8601.25,3/18/2020,12/16/2023,1532,3/20/2023,Withdrawal,3324.61,11925.86,73,1532,28228.14,Mortgage,1.35,36,7/2/2022,Closed,PaymentHistory_1532,1532,AMEX,1160.7,4897.42,244.87,9/9/2023,2/19/2023,CreditPaymentHistory_1532,1651,1532,3/17/2023,Complaint,FeedbackText_1532,Resolved,12/23/2023
1533,Daniel,Walker,20,Female,Address_1533,Colorado Springs,1.23457E+12,daniel.walker@example.com,Current,2174.74,11/9/2014,6/5/2023,1533,2/9/2023,Deposit,1059.42,3234.16,75,1533,40914.58,Mortgage,4.44,60,8/9/2020,Closed,PaymentHistory_1533,1533,MasterCard,5578.6,1829.15,91.46,5/12/2023,12/30/2023,CreditPaymentHistory_1533,9639,1533,2/24/2023,Praise,FeedbackText_1533,Resolved,6/11/2023
1534,Paul,Wilson,54,Other,Address_1534,Baltimore,1.23457E+12,paul.wilson@example.com,Current,9078.51,10/13/2005,11/25/2023,1534,7/8/2023,Withdrawal,3909.45,5169.06,48,1534,28583.51,Auto,1.56,36,7/28/2020,Approved,PaymentHistory_1534,1534,Visa,6356.16,1757.23,87.86,12/28/2023,12/1/2023,CreditPaymentHistory_1534,931,1534,10/14/2023,Praise,FeedbackText_1534,Pending,5/9/2023
1535,Jessica,Hernandez,61,Other,Address_1535,El Paso,1.23457E+12,jessica.hernandez@example.com,Savings,3661.3,10/26/2010,4/13/2023,1535,10/4/2023,Deposit,2178.1,1483.2,78,1535,40444.28,Auto,5.06,24,12/15/2021,Closed,PaymentHistory_1535,1535,MasterCard,6807.3,1520.03,76,8/23/2023,3/14/2023,CreditPaymentHistory_1535,6830,1535,8/9/2023,Complaint,FeedbackText_1535,Pending,7/28/2023
1536,Jennifer,Sanchez,29,Other,Address_1536,Portland,1.23457E+12,jennifer.sanchez@example.com,Current,362.32,2/15/2001,12/25/2023,1536,9/7/2023,Transfer,781.05,-418.73,38,1536,27186.09,Mortgage,9.82,48,9/15/2020,Approved,PaymentHistory_1536,1536,Visa,4979.32,4750.24,237.51,2/2/2023,1/8/2023,CreditPaymentHistory_1536,2890,1536,6/3/2023,Suggestion,FeedbackText_1536,Resolved,12/9/2023
